id,Nummer,Dunkelbier,Pils,Weissbier,FünfProzent,NullProzent,Glasflasche,Dose,Plastikflasche,FünfundsiebzigCent,FünfzigCent,EinEuro,Produktname,Preference
47,1,1,0,0,1,0,1,0,0,0,1,0,1,4
47,2,0,0,1,1,0,0,1,0,1,0,0,2,3
47,3,1,0,0,1,0,0,0,1,0,0,1,3,1
47,4,0,1,0,0,1,0,0,1,1,0,0,4,9
47,5,0,0,1,0,1,0,1,0,0,1,0,5,6
47,6,0,1,0,0,1,1,0,0,0,0,1,6,5
47,7,0,0,1,0,1,0,1,0,1,0,0,7,2
47,8,1,0,0,0,1,0,0,1,1,0,0,8,10
47,9,0,1,0,0,1,0,1,0,1,0,0,9,8
47,10,0,1,0,1,0,1,0,0,0,0,1,10,7
48,1,1,0,0,1,0,1,0,0,0,1,0,1,9
48,2,0,0,1,1,0,0,1,0,1,0,0,2,7
48,3,1,0,0,1,0,0,0,1,0,0,1,3,3
48,4,0,1,0,0,1,0,0,1,1,0,0,4,8
48,5,0,0,1,0,1,0,1,0,0,1,0,5,6
48,6,0,1,0,0,1,1,0,0,0,0,1,6,5
48,7,0,0,1,0,1,0,1,0,1,0,0,7,2
48,8,1,0,0,0,1,0,0,1,1,0,0,8,10
48,9,0,1,0,0,1,0,1,0,1,0,0,9,4
48,10,0,1,0,1,0,1,0,0,0,0,1,10,1
49,1,1,0,0,1,0,1,0,0,0,1,0,1,9
49,2,0,0,1,1,0,0,1,0,1,0,0,2,8
49,3,1,0,0,1,0,0,0,1,0,0,1,3,5
49,4,0,1,0,0,1,0,0,1,1,0,0,4,3
49,5,0,0,1,0,1,0,1,0,0,1,0,5,7
49,6,0,1,0,0,1,1,0,0,0,0,1,6,6
49,7,0,0,1,0,1,0,1,0,1,0,0,7,4
49,8,1,0,0,0,1,0,0,1,1,0,0,8,1
49,9,0,1,0,0,1,0,1,0,1,0,0,9,2
49,10,0,1,0,1,0,1,0,0,0,0,1,10,10
50,1,1,0,0,1,0,1,0,0,0,1,0,1,10
50,2,0,0,1,1,0,0,1,0,1,0,0,2,7
50,3,1,0,0,1,0,0,0,1,0,0,1,3,6
50,4,0,1,0,0,1,0,0,1,1,0,0,4,5
50,5,0,0,1,0,1,0,1,0,0,1,0,5,2
50,6,0,1,0,0,1,1,0,0,0,0,1,6,9
50,7,0,0,1,0,1,0,1,0,1,0,0,7,3
50,8,1,0,0,0,1,0,0,1,1,0,0,8,1
50,9,0,1,0,0,1,0,1,0,1,0,0,9,4
50,10,0,1,0,1,0,1,0,0,0,0,1,10,8
51,1,1,0,0,1,0,1,0,0,0,1,0,1,9
51,2,0,0,1,1,0,0,1,0,1,0,0,2,4
51,3,1,0,0,1,0,0,0,1,0,0,1,3,3
51,4,0,1,0,0,1,0,0,1,1,0,0,4,2
51,5,0,0,1,0,1,0,1,0,0,1,0,5,8
51,6,0,1,0,0,1,1,0,0,0,0,1,6,7
51,7,0,0,1,0,1,0,1,0,1,0,0,7,6
51,8,1,0,0,0,1,0,0,1,1,0,0,8,5
51,9,0,1,0,0,1,0,1,0,1,0,0,9,1
51,10,0,1,0,1,0,1,0,0,0,0,1,10,10
52,1,1,0,0,1,0,1,0,0,0,1,0,1,9
52,2,0,0,1,1,0,0,1,0,1,0,0,2,6
52,3,1,0,0,1,0,0,0,1,0,0,1,3,3
52,4,0,1,0,0,1,0,0,1,1,0,0,4,2
52,5,0,0,1,0,1,0,1,0,0,1,0,5,1
52,6,0,1,0,0,1,1,0,0,0,0,1,6,5
52,7,0,0,1,0,1,0,1,0,1,0,0,7,8
52,8,1,0,0,0,1,0,0,1,1,0,0,8,7
52,9,0,1,0,0,1,0,1,0,1,0,0,9,4
52,10,0,1,0,1,0,1,0,0,0,0,1,10,10
53,1,1,0,0,1,0,1,0,0,0,1,0,1,8
53,2,0,0,1,1,0,0,1,0,1,0,0,2,4
53,3,1,0,0,1,0,0,0,1,0,0,1,3,3
53,4,0,1,0,0,1,0,0,1,1,0,0,4,2
53,5,0,0,1,0,1,0,1,0,0,1,0,5,7
53,6,0,1,0,0,1,1,0,0,0,0,1,6,5
53,7,0,0,1,0,1,0,1,0,1,0,0,7,1
53,8,1,0,0,0,1,0,0,1,1,0,0,8,9
53,9,0,1,0,0,1,0,1,0,1,0,0,9,6
53,10,0,1,0,1,0,1,0,0,0,0,1,10,10
54,1,1,0,0,1,0,1,0,0,0,1,0,1,8
54,2,0,0,1,1,0,0,1,0,1,0,0,2,4
54,3,1,0,0,1,0,0,0,1,0,0,1,3,3
54,4,0,1,0,0,1,0,0,1,1,0,0,4,2
54,5,0,0,1,0,1,0,1,0,0,1,0,5,9
54,6,0,1,0,0,1,1,0,0,0,0,1,6,7
54,7,0,0,1,0,1,0,1,0,1,0,0,7,6
54,8,1,0,0,0,1,0,0,1,1,0,0,8,5
54,9,0,1,0,0,1,0,1,0,1,0,0,9,1
54,10,0,1,0,1,0,1,0,0,0,0,1,10,10
55,1,1,0,0,1,0,1,0,0,0,1,0,1,8
55,2,0,0,1,1,0,0,1,0,1,0,0,2,6
55,3,1,0,0,1,0,0,0,1,0,0,1,3,3
55,4,0,1,0,0,1,0,0,1,1,0,0,4,2
55,5,0,0,1,0,1,0,1,0,0,1,0,5,1
55,6,0,1,0,0,1,1,0,0,0,0,1,6,9
55,7,0,0,1,0,1,0,1,0,1,0,0,7,7
55,8,1,0,0,0,1,0,0,1,1,0,0,8,4
55,9,0,1,0,0,1,0,1,0,1,0,0,9,10
55,10,0,1,0,1,0,1,0,0,0,0,1,10,5
56,1,1,0,0,1,0,1,0,0,0,1,0,1,10
56,2,0,0,1,1,0,0,1,0,1,0,0,2,5
56,3,1,0,0,1,0,0,0,1,0,0,1,3,3
56,4,0,1,0,0,1,0,0,1,1,0,0,4,2
56,5,0,0,1,0,1,0,1,0,0,1,0,5,8
56,6,0,1,0,0,1,1,0,0,0,0,1,6,7
56,7,0,0,1,0,1,0,1,0,1,0,0,7,4
56,8,1,0,0,0,1,0,0,1,1,0,0,8,1
56,9,0,1,0,0,1,0,1,0,1,0,0,9,6
56,10,0,1,0,1,0,1,0,0,0,0,1,10,9
57,1,1,0,0,1,0,1,0,0,0,1,0,1,3
57,2,0,0,1,1,0,0,1,0,1,0,0,2,1
57,3,1,0,0,1,0,0,0,1,0,0,1,3,9
57,4,0,1,0,0,1,0,0,1,1,0,0,4,8
57,5,0,0,1,0,1,0,1,0,0,1,0,5,7
57,6,0,1,0,0,1,1,0,0,0,0,1,6,6
57,7,0,0,1,0,1,0,1,0,1,0,0,7,4
57,8,1,0,0,0,1,0,0,1,1,0,0,8,2
57,9,0,1,0,0,1,0,1,0,1,0,0,9,10
57,10,0,1,0,1,0,1,0,0,0,0,1,10,5
58,1,1,0,0,1,0,1,0,0,0,1,0,1,8
58,2,0,0,1,1,0,0,1,0,1,0,0,2,3
58,3,1,0,0,1,0,0,0,1,0,0,1,3,2
58,4,0,1,0,0,1,0,0,1,1,0,0,4,7
58,5,0,0,1,0,1,0,1,0,0,1,0,5,6
58,6,0,1,0,0,1,1,0,0,0,0,1,6,5
58,7,0,0,1,0,1,0,1,0,1,0,0,7,4
58,8,1,0,0,0,1,0,0,1,1,0,0,8,10
58,9,0,1,0,0,1,0,1,0,1,0,0,9,9
58,10,0,1,0,1,0,1,0,0,0,0,1,10,1
59,1,1,0,0,1,0,1,0,0,0,1,0,1,6
59,2,0,0,1,1,0,0,1,0,1,0,0,2,3
59,3,1,0,0,1,0,0,0,1,0,0,1,3,1
59,4,0,1,0,0,1,0,0,1,1,0,0,4,10
59,5,0,0,1,0,1,0,1,0,0,1,0,5,8
59,6,0,1,0,0,1,1,0,0,0,0,1,6,7
59,7,0,0,1,0,1,0,1,0,1,0,0,7,4
59,8,1,0,0,0,1,0,0,1,1,0,0,8,9
59,9,0,1,0,0,1,0,1,0,1,0,0,9,5
59,10,0,1,0,1,0,1,0,0,0,0,1,10,2
60,1,1,0,0,1,0,1,0,0,0,1,0,1,10
60,2,0,0,1,1,0,0,1,0,1,0,0,2,5
60,3,1,0,0,1,0,0,0,1,0,0,1,3,4
60,4,0,1,0,0,1,0,0,1,1,0,0,4,3
60,5,0,0,1,0,1,0,1,0,0,1,0,5,2
60,6,0,1,0,0,1,1,0,0,0,0,1,6,6
60,7,0,0,1,0,1,0,1,0,1,0,0,7,1
60,8,1,0,0,0,1,0,0,1,1,0,0,8,7
60,9,0,1,0,0,1,0,1,0,1,0,0,9,9
60,10,0,1,0,1,0,1,0,0,0,0,1,10,8
61,1,1,0,0,1,0,1,0,0,0,1,0,1,7
61,2,0,0,1,1,0,0,1,0,1,0,0,2,6
61,3,1,0,0,1,0,0,0,1,0,0,1,3,3
61,4,0,1,0,0,1,0,0,1,1,0,0,4,2
61,5,0,0,1,0,1,0,1,0,0,1,0,5,1
61,6,0,1,0,0,1,1,0,0,0,0,1,6,9
61,7,0,0,1,0,1,0,1,0,1,0,0,7,4
61,8,1,0,0,0,1,0,0,1,1,0,0,8,8
61,9,0,1,0,0,1,0,1,0,1,0,0,9,10
61,10,0,1,0,1,0,1,0,0,0,0,1,10,5
62,1,1,0,0,1,0,1,0,0,0,1,0,1,8
62,2,0,0,1,1,0,0,1,0,1,0,0,2,5
62,3,1,0,0,1,0,0,0,1,0,0,1,3,2
62,4,0,1,0,0,1,0,0,1,1,0,0,4,1
62,5,0,0,1,0,1,0,1,0,0,1,0,5,9
62,6,0,1,0,0,1,1,0,0,0,0,1,6,7
62,7,0,0,1,0,1,0,1,0,1,0,0,7,4
62,8,1,0,0,0,1,0,0,1,1,0,0,8,3
62,9,0,1,0,0,1,0,1,0,1,0,0,9,6
62,10,0,1,0,1,0,1,0,0,0,0,1,10,10
63,1,1,0,0,1,0,1,0,0,0,1,0,1,8
63,2,0,0,1,1,0,0,1,0,1,0,0,2,4
63,3,1,0,0,1,0,0,0,1,0,0,1,3,3
63,4,0,1,0,0,1,0,0,1,1,0,0,4,10
63,5,0,0,1,0,1,0,1,0,0,1,0,5,9
63,6,0,1,0,0,1,1,0,0,0,0,1,6,7
63,7,0,0,1,0,1,0,1,0,1,0,0,7,5
63,8,1,0,0,0,1,0,0,1,1,0,0,8,1
63,9,0,1,0,0,1,0,1,0,1,0,0,9,2
63,10,0,1,0,1,0,1,0,0,0,0,1,10,6
64,1,1,0,0,1,0,1,0,0,0,1,0,1,9
64,2,0,0,1,1,0,0,1,0,1,0,0,2,8
64,3,1,0,0,1,0,0,0,1,0,0,1,3,6
64,4,0,1,0,0,1,0,0,1,1,0,0,4,2
64,5,0,0,1,0,1,0,1,0,0,1,0,5,5
64,6,0,1,0,0,1,1,0,0,0,0,1,6,4
64,7,0,0,1,0,1,0,1,0,1,0,0,7,3
64,8,1,0,0,0,1,0,0,1,1,0,0,8,7
64,9,0,1,0,0,1,0,1,0,1,0,0,9,1
64,10,0,1,0,1,0,1,0,0,0,0,1,10,10
65,1,1,0,0,1,0,1,0,0,0,1,0,1,9
65,2,0,0,1,1,0,0,1,0,1,0,0,2,8
65,3,1,0,0,1,0,0,0,1,0,0,1,3,4
65,4,0,1,0,0,1,0,0,1,1,0,0,4,1
65,5,0,0,1,0,1,0,1,0,0,1,0,5,7
65,6,0,1,0,0,1,1,0,0,0,0,1,6,3
65,7,0,0,1,0,1,0,1,0,1,0,0,7,2
65,8,1,0,0,0,1,0,0,1,1,0,0,8,10
65,9,0,1,0,0,1,0,1,0,1,0,0,9,5
65,10,0,1,0,1,0,1,0,0,0,0,1,10,6
66,1,1,0,0,1,0,1,0,0,0,1,0,1,3
66,2,0,0,1,1,0,0,1,0,1,0,0,2,2
66,3,1,0,0,1,0,0,0,1,0,0,1,3,1
66,4,0,1,0,0,1,0,0,1,1,0,0,4,8
66,5,0,0,1,0,1,0,1,0,0,1,0,5,7
66,6,0,1,0,0,1,1,0,0,0,0,1,6,6
66,7,0,0,1,0,1,0,1,0,1,0,0,7,5
66,8,1,0,0,0,1,0,0,1,1,0,0,8,10
66,9,0,1,0,0,1,0,1,0,1,0,0,9,9
66,10,0,1,0,1,0,1,0,0,0,0,1,10,4
67,1,1,0,0,1,0,1,0,0,0,1,0,1,9
67,2,0,0,1,1,0,0,1,0,1,0,0,2,8
67,3,1,0,0,1,0,0,0,1,0,0,1,3,7
67,4,0,1,0,0,1,0,0,1,1,0,0,4,6
67,5,0,0,1,0,1,0,1,0,0,1,0,5,3
67,6,0,1,0,0,1,1,0,0,0,0,1,6,2
67,7,0,0,1,0,1,0,1,0,1,0,0,7,1
67,8,1,0,0,0,1,0,0,1,1,0,0,8,5
67,9,0,1,0,0,1,0,1,0,1,0,0,9,4
67,10,0,1,0,1,0,1,0,0,0,0,1,10,10
68,1,1,0,0,1,0,1,0,0,0,1,0,1,9
68,2,0,0,1,1,0,0,1,0,1,0,0,2,8
68,3,1,0,0,1,0,0,0,1,0,0,1,3,7
68,4,0,1,0,0,1,0,0,1,1,0,0,4,3
68,5,0,0,1,0,1,0,1,0,0,1,0,5,2
68,6,0,1,0,0,1,1,0,0,0,0,1,6,10
68,7,0,0,1,0,1,0,1,0,1,0,0,7,4
68,8,1,0,0,0,1,0,0,1,1,0,0,8,5
68,9,0,1,0,0,1,0,1,0,1,0,0,9,1
68,10,0,1,0,1,0,1,0,0,0,0,1,10,6
69,1,1,0,0,1,0,1,0,0,0,1,0,1,10
69,2,0,0,1,1,0,0,1,0,1,0,0,2,9
69,3,1,0,0,1,0,0,0,1,0,0,1,3,4
69,4,0,1,0,0,1,0,0,1,1,0,0,4,3
69,5,0,0,1,0,1,0,1,0,0,1,0,5,1
69,6,0,1,0,0,1,1,0,0,0,0,1,6,7
69,7,0,0,1,0,1,0,1,0,1,0,0,7,6
69,8,1,0,0,0,1,0,0,1,1,0,0,8,5
69,9,0,1,0,0,1,0,1,0,1,0,0,9,2
69,10,0,1,0,1,0,1,0,0,0,0,1,10,8
70,1,1,0,0,1,0,1,0,0,0,1,0,1,7
70,2,0,0,1,1,0,0,1,0,1,0,0,2,6
70,3,1,0,0,1,0,0,0,1,0,0,1,3,4
70,4,0,1,0,0,1,0,0,1,1,0,0,4,3
70,5,0,0,1,0,1,0,1,0,0,1,0,5,2
70,6,0,1,0,0,1,1,0,0,0,0,1,6,5
70,7,0,0,1,0,1,0,1,0,1,0,0,7,1
70,8,1,0,0,0,1,0,0,1,1,0,0,8,9
70,9,0,1,0,0,1,0,1,0,1,0,0,9,10
70,10,0,1,0,1,0,1,0,0,0,0,1,10,8
71,1,1,0,0,1,0,1,0,0,0,1,0,1,6
71,2,0,0,1,1,0,0,1,0,1,0,0,2,4
71,3,1,0,0,1,0,0,0,1,0,0,1,3,3
71,4,0,1,0,0,1,0,0,1,1,0,0,4,2
71,5,0,0,1,0,1,0,1,0,0,1,0,5,9
71,6,0,1,0,0,1,1,0,0,0,0,1,6,7
71,7,0,0,1,0,1,0,1,0,1,0,0,7,5
71,8,1,0,0,0,1,0,0,1,1,0,0,8,8
71,9,0,1,0,0,1,0,1,0,1,0,0,9,1
71,10,0,1,0,1,0,1,0,0,0,0,1,10,10
72,1,1,0,0,1,0,1,0,0,0,1,0,1,6
72,2,0,0,1,1,0,0,1,0,1,0,0,2,4
72,3,1,0,0,1,0,0,0,1,0,0,1,3,3
72,4,0,1,0,0,1,0,0,1,1,0,0,4,1
72,5,0,0,1,0,1,0,1,0,0,1,0,5,9
72,6,0,1,0,0,1,1,0,0,0,0,1,6,8
72,7,0,0,1,0,1,0,1,0,1,0,0,7,10
72,8,1,0,0,0,1,0,0,1,1,0,0,8,7
72,9,0,1,0,0,1,0,1,0,1,0,0,9,5
72,10,0,1,0,1,0,1,0,0,0,0,1,10,2
73,1,1,0,0,1,0,1,0,0,0,1,0,1,8
73,2,0,0,1,1,0,0,1,0,1,0,0,2,6
73,3,1,0,0,1,0,0,0,1,0,0,1,3,3
73,4,0,1,0,0,1,0,0,1,1,0,0,4,2
73,5,0,0,1,0,1,0,1,0,0,1,0,5,7
73,6,0,1,0,0,1,1,0,0,0,0,1,6,5
73,7,0,0,1,0,1,0,1,0,1,0,0,7,10
73,8,1,0,0,0,1,0,0,1,1,0,0,8,9
73,9,0,1,0,0,1,0,1,0,1,0,0,9,4
73,10,0,1,0,1,0,1,0,0,0,0,1,10,1
74,1,1,0,0,1,0,1,0,0,0,1,0,1,4
74,2,0,0,1,1,0,0,1,0,1,0,0,2,2
74,3,1,0,0,1,0,0,0,1,0,0,1,3,9
74,4,0,1,0,0,1,0,0,1,1,0,0,4,7
74,5,0,0,1,0,1,0,1,0,0,1,0,5,6
74,6,0,1,0,0,1,1,0,0,0,0,1,6,5
74,7,0,0,1,0,1,0,1,0,1,0,0,7,3
74,8,1,0,0,0,1,0,0,1,1,0,0,8,1
74,9,0,1,0,0,1,0,1,0,1,0,0,9,10
74,10,0,1,0,1,0,1,0,0,0,0,1,10,8
75,1,1,0,0,1,0,1,0,0,0,1,0,1,9
75,2,0,0,1,1,0,0,1,0,1,0,0,2,8
75,3,1,0,0,1,0,0,0,1,0,0,1,3,6
75,4,0,1,0,0,1,0,0,1,1,0,0,4,3
75,5,0,0,1,0,1,0,1,0,0,1,0,5,2
75,6,0,1,0,0,1,1,0,0,0,0,1,6,1
75,7,0,0,1,0,1,0,1,0,1,0,0,7,10
75,8,1,0,0,0,1,0,0,1,1,0,0,8,7
75,9,0,1,0,0,1,0,1,0,1,0,0,9,5
75,10,0,1,0,1,0,1,0,0,0,0,1,10,4
76,1,1,0,0,1,0,1,0,0,0,1,0,1,9
76,2,0,0,1,1,0,0,1,0,1,0,0,2,8
76,3,1,0,0,1,0,0,0,1,0,0,1,3,7
76,4,0,1,0,0,1,0,0,1,1,0,0,4,6
76,5,0,0,1,0,1,0,1,0,0,1,0,5,5
76,6,0,1,0,0,1,1,0,0,0,0,1,6,4
76,7,0,0,1,0,1,0,1,0,1,0,0,7,3
76,8,1,0,0,0,1,0,0,1,1,0,0,8,2
76,9,0,1,0,0,1,0,1,0,1,0,0,9,1
76,10,0,1,0,1,0,1,0,0,0,0,1,10,10
77,1,1,0,0,1,0,1,0,0,0,1,0,1,9
77,2,0,0,1,1,0,0,1,0,1,0,0,2,6
77,3,1,0,0,1,0,0,0,1,0,0,1,3,1
77,4,0,1,0,0,1,0,0,1,1,0,0,4,8
77,5,0,0,1,0,1,0,1,0,0,1,0,5,7
77,6,0,1,0,0,1,1,0,0,0,0,1,6,5
77,7,0,0,1,0,1,0,1,0,1,0,0,7,4
77,8,1,0,0,0,1,0,0,1,1,0,0,8,3
77,9,0,1,0,0,1,0,1,0,1,0,0,9,2
77,10,0,1,0,1,0,1,0,0,0,0,1,10,10
78,1,1,0,0,1,0,1,0,0,0,1,0,1,10
78,2,0,0,1,1,0,0,1,0,1,0,0,2,7
78,3,1,0,0,1,0,0,0,1,0,0,1,3,9
78,4,0,1,0,0,1,0,0,1,1,0,0,4,6
78,5,0,0,1,0,1,0,1,0,0,1,0,5,5
78,6,0,1,0,0,1,1,0,0,0,0,1,6,3
78,7,0,0,1,0,1,0,1,0,1,0,0,7,2
78,8,1,0,0,0,1,0,0,1,1,0,0,8,1
78,9,0,1,0,0,1,0,1,0,1,0,0,9,8
78,10,0,1,0,1,0,1,0,0,0,0,1,10,4
79,1,1,0,0,1,0,1,0,0,0,1,0,1,9
79,2,0,0,1,1,0,0,1,0,1,0,0,2,6
79,3,1,0,0,1,0,0,0,1,0,0,1,3,5
79,4,0,1,0,0,1,0,0,1,1,0,0,4,3
79,5,0,0,1,0,1,0,1,0,0,1,0,5,1
79,6,0,1,0,0,1,1,0,0,0,0,1,6,10
79,7,0,0,1,0,1,0,1,0,1,0,0,7,7
79,8,1,0,0,0,1,0,0,1,1,0,0,8,8
79,9,0,1,0,0,1,0,1,0,1,0,0,9,4
79,10,0,1,0,1,0,1,0,0,0,0,1,10,2
80,1,1,0,0,1,0,1,0,0,0,1,0,1,9
80,2,0,0,1,1,0,0,1,0,1,0,0,2,7
80,3,1,0,0,1,0,0,0,1,0,0,1,3,5
80,4,0,1,0,0,1,0,0,1,1,0,0,4,4
80,5,0,0,1,0,1,0,1,0,0,1,0,5,10
80,6,0,1,0,0,1,1,0,0,0,0,1,6,8
80,7,0,0,1,0,1,0,1,0,1,0,0,7,3
80,8,1,0,0,0,1,0,0,1,1,0,0,8,2
80,9,0,1,0,0,1,0,1,0,1,0,0,9,6
80,10,0,1,0,1,0,1,0,0,0,0,1,10,1
81,1,1,0,0,1,0,1,0,0,0,1,0,1,8
81,2,0,0,1,1,0,0,1,0,1,0,0,2,7
81,3,1,0,0,1,0,0,0,1,0,0,1,3,4
81,4,0,1,0,0,1,0,0,1,1,0,0,4,3
81,5,0,0,1,0,1,0,1,0,0,1,0,5,2
81,6,0,1,0,0,1,1,0,0,0,0,1,6,6
81,7,0,0,1,0,1,0,1,0,1,0,0,7,5
81,8,1,0,0,0,1,0,0,1,1,0,0,8,1
81,9,0,1,0,0,1,0,1,0,1,0,0,9,10
81,10,0,1,0,1,0,1,0,0,0,0,1,10,9
82,1,1,0,0,1,0,1,0,0,0,1,0,1,7
82,2,0,0,1,1,0,0,1,0,1,0,0,2,6
82,3,1,0,0,1,0,0,0,1,0,0,1,3,4
82,4,0,1,0,0,1,0,0,1,1,0,0,4,3
82,5,0,0,1,0,1,0,1,0,0,1,0,5,2
82,6,0,1,0,0,1,1,0,0,0,0,1,6,1
82,7,0,0,1,0,1,0,1,0,1,0,0,7,10
82,8,1,0,0,0,1,0,0,1,1,0,0,8,9
82,9,0,1,0,0,1,0,1,0,1,0,0,9,8
82,10,0,1,0,1,0,1,0,0,0,0,1,10,5
83,1,1,0,0,1,0,1,0,0,0,1,0,1,10
83,2,0,0,1,1,0,0,1,0,1,0,0,2,8
83,3,1,0,0,1,0,0,0,1,0,0,1,3,5
83,4,0,1,0,0,1,0,0,1,1,0,0,4,3
83,5,0,0,1,0,1,0,1,0,0,1,0,5,9
83,6,0,1,0,0,1,1,0,0,0,0,1,6,6
83,7,0,0,1,0,1,0,1,0,1,0,0,7,4
83,8,1,0,0,0,1,0,0,1,1,0,0,8,7
83,9,0,1,0,0,1,0,1,0,1,0,0,9,2
83,10,0,1,0,1,0,1,0,0,0,0,1,10,1
84,1,1,0,0,1,0,1,0,0,0,1,0,1,8
84,2,0,0,1,1,0,0,1,0,1,0,0,2,7
84,3,1,0,0,1,0,0,0,1,0,0,1,3,6
84,4,0,1,0,0,1,0,0,1,1,0,0,4,5
84,5,0,0,1,0,1,0,1,0,0,1,0,5,3
84,6,0,1,0,0,1,1,0,0,0,0,1,6,10
84,7,0,0,1,0,1,0,1,0,1,0,0,7,1
84,8,1,0,0,0,1,0,0,1,1,0,0,8,4
84,9,0,1,0,0,1,0,1,0,1,0,0,9,2
84,10,0,1,0,1,0,1,0,0,0,0,1,10,9
85,1,1,0,0,1,0,1,0,0,0,1,0,1,9
85,2,0,0,1,1,0,0,1,0,1,0,0,2,6
85,3,1,0,0,1,0,0,0,1,0,0,1,3,1
85,4,0,1,0,0,1,0,0,1,1,0,0,4,10
85,5,0,0,1,0,1,0,1,0,0,1,0,5,8
85,6,0,1,0,0,1,1,0,0,0,0,1,6,4
85,7,0,0,1,0,1,0,1,0,1,0,0,7,3
85,8,1,0,0,0,1,0,0,1,1,0,0,8,7
85,9,0,1,0,0,1,0,1,0,1,0,0,9,5
85,10,0,1,0,1,0,1,0,0,0,0,1,10,2
86,1,1,0,0,1,0,1,0,0,0,1,0,1,6
86,2,0,0,1,1,0,0,1,0,1,0,0,2,3
86,3,1,0,0,1,0,0,0,1,0,0,1,3,2
86,4,0,1,0,0,1,0,0,1,1,0,0,4,9
86,5,0,0,1,0,1,0,1,0,0,1,0,5,8
86,6,0,1,0,0,1,1,0,0,0,0,1,6,5
86,7,0,0,1,0,1,0,1,0,1,0,0,7,1
86,8,1,0,0,0,1,0,0,1,1,0,0,8,10
86,9,0,1,0,0,1,0,1,0,1,0,0,9,7
86,10,0,1,0,1,0,1,0,0,0,0,1,10,4
87,1,1,0,0,1,0,1,0,0,0,1,0,1,6
87,2,0,0,1,1,0,0,1,0,1,0,0,2,3
87,3,1,0,0,1,0,0,0,1,0,0,1,3,9
87,4,0,1,0,0,1,0,0,1,1,0,0,4,8
87,5,0,0,1,0,1,0,1,0,0,1,0,5,7
87,6,0,1,0,0,1,1,0,0,0,0,1,6,4
87,7,0,0,1,0,1,0,1,0,1,0,0,7,2
87,8,1,0,0,0,1,0,0,1,1,0,0,8,1
87,9,0,1,0,0,1,0,1,0,1,0,0,9,10
87,10,0,1,0,1,0,1,0,0,0,0,1,10,5
88,1,1,0,0,1,0,1,0,0,0,1,0,1,9
88,2,0,0,1,1,0,0,1,0,1,0,0,2,8
88,3,1,0,0,1,0,0,0,1,0,0,1,3,5
88,4,0,1,0,0,1,0,0,1,1,0,0,4,3
88,5,0,0,1,0,1,0,1,0,0,1,0,5,2
88,6,0,1,0,0,1,1,0,0,0,0,1,6,1
88,7,0,0,1,0,1,0,1,0,1,0,0,7,4
88,8,1,0,0,0,1,0,0,1,1,0,0,8,10
88,9,0,1,0,0,1,0,1,0,1,0,0,9,7
88,10,0,1,0,1,0,1,0,0,0,0,1,10,6
89,1,1,0,0,1,0,1,0,0,0,1,0,1,9
89,2,0,0,1,1,0,0,1,0,1,0,0,2,3
89,3,1,0,0,1,0,0,0,1,0,0,1,3,2
89,4,0,1,0,0,1,0,0,1,1,0,0,4,8
89,5,0,0,1,0,1,0,1,0,0,1,0,5,6
89,6,0,1,0,0,1,1,0,0,0,0,1,6,4
89,7,0,0,1,0,1,0,1,0,1,0,0,7,1
89,8,1,0,0,0,1,0,0,1,1,0,0,8,10
89,9,0,1,0,0,1,0,1,0,1,0,0,9,7
89,10,0,1,0,1,0,1,0,0,0,0,1,10,5
90,1,1,0,0,1,0,1,0,0,0,1,0,1,9
90,2,0,0,1,1,0,0,1,0,1,0,0,2,8
90,3,1,0,0,1,0,0,0,1,0,0,1,3,7
90,4,0,1,0,0,1,0,0,1,1,0,0,4,4
90,5,0,0,1,0,1,0,1,0,0,1,0,5,3
90,6,0,1,0,0,1,1,0,0,0,0,1,6,2
90,7,0,0,1,0,1,0,1,0,1,0,0,7,5
90,8,1,0,0,0,1,0,0,1,1,0,0,8,1
90,9,0,1,0,0,1,0,1,0,1,0,0,9,10
90,10,0,1,0,1,0,1,0,0,0,0,1,10,6
91,1,1,0,0,1,0,1,0,0,0,1,0,1,7
91,2,0,0,1,1,0,0,1,0,1,0,0,2,5
91,3,1,0,0,1,0,0,0,1,0,0,1,3,4
91,4,0,1,0,0,1,0,0,1,1,0,0,4,3
91,5,0,0,1,0,1,0,1,0,0,1,0,5,8
91,6,0,1,0,0,1,1,0,0,0,0,1,6,6
91,7,0,0,1,0,1,0,1,0,1,0,0,7,2
91,8,1,0,0,0,1,0,0,1,1,0,0,8,1
91,9,0,1,0,0,1,0,1,0,1,0,0,9,10
91,10,0,1,0,1,0,1,0,0,0,0,1,10,9
92,1,1,0,0,1,0,1,0,0,0,1,0,1,6
92,2,0,0,1,1,0,0,1,0,1,0,0,2,4
92,3,1,0,0,1,0,0,0,1,0,0,1,3,10
92,4,0,1,0,0,1,0,0,1,1,0,0,4,9
92,5,0,0,1,0,1,0,1,0,0,1,0,5,7
92,6,0,1,0,0,1,1,0,0,0,0,1,6,5
92,7,0,0,1,0,1,0,1,0,1,0,0,7,2
92,8,1,0,0,0,1,0,0,1,1,0,0,8,1
92,9,0,1,0,0,1,0,1,0,1,0,0,9,8
92,10,0,1,0,1,0,1,0,0,0,0,1,10,3
93,1,1,0,0,1,0,1,0,0,0,1,0,1,8
93,2,0,0,1,1,0,0,1,0,1,0,0,2,5
93,3,1,0,0,1,0,0,0,1,0,0,1,3,4
